44735803
1.013e+08
64520823
6534888
1.699e+08
1972548
2.632e+08
2.163e+08
1.198e+08
27921535
9.443e+08
24511619
6144294
42963277
6860493
2.472e+08
46777725
5.489e+08
3.947e+08
18124353
34878320
97483736
3076319
31379098
4.615e+08
1.692e+09
3.270e+08
14719583
1.957e+08
1.500e+08
42036450
68655433
40768347
1.102e+08
5.359e+08
79397259
12485676
81235150
3827238
3.481e+09
8.863e+08
