.00258893,.00002847,.00002915,.00002831,.00003023,.00026934,.00021281,.00003605,.00003042,.00042387,.00001838,.00007072,.00006069,.00002856,.0000801,.00003371,.00002654,.00003121,.00003067,.0000291,.00002863,.00003126,.00003006,.0000278,.00003047,.00001914,.00001834,.00003631,.00004443,.00002991,.00002812,.00002807,.00003518,.00002792,.00002372,.00002769,.000032,.00002754,.00088932,.00003885,.0000294
.00002847,.00128099,.00002227,.00002338,.0000214,.00002579,.00002461,.00002256,.00002153,.00002948,.00004032,.00002342,.00002418,.00002211,.00002489,.00002045,.00002334,.00002111,.000021,.00002335,.00002268,.00002066,.00002119,.00002528,.00002194,.00004285,.00004142,.00002008,.00002568,.00002146,.00002222,.00002271,.00001984,.00002338,.00003572,.00002257,.00002184,.00002439,.00002838,.00002342,.00002183
.00002915,.00002227,.00845717,.00031236,.00038179,.00003156,.00003574,.00004719,.00082061,.00002762,.00004233,.00003554,.00003436,.00032433,.00003247,.00018205,.00019294,.00030875,.00023683,.00024109,.0014137,.00018617,.00011163,.00013001,.00068168,.0000371,.00003976,.0001296,.00003396,.0003463,.00021074,.00053296,.00014313,.00035588,.00004978,.00024817,.0002189,.00018863,.00002958,.00004136,.00079969
.00002831,.00002338,.00031236,.00727875,.00018024,.00003003,.00003448,.000042,.00021374,.0000267,.0000442,.00003284,.00003165,.00017718,.00003026,.00013463,.00015218,.00017254,.00014053,.00089444,.00042696,.00012133,.00008585,.00020704,.00027595,.00003773,.0000409,.00010848,.00003116,.00017169,.00014027,.00027461,.00011033,.00124964,.00005596,.0001631,.00020859,.00067161,.00002884,.0000373,.00020491
.00003023,.0000214,.00038179,.00018024,.01087594,.00003326,.00003728,.0000522,.00069846,.00002875,.00004022,.00003832,.00003707,.00039378,.00003475,.00023054,.0001798,.0009369,.00054628,.00015937,.00028029,.00033432,.00014195,.00010088,.0003031,.00003605,.00003824,.00014896,.00003657,.00199653,.00025679,.000296,.00018423,.00019291,.00004509,.0002579,.00018832,.00013129,.0000306,.00004525,.00115898
.00026934,.00002579,.00003156,.00003003,.00003326,.00400777,.00021306,.00004413,.0000332,.00026986,.00001956,.00011396,.00008812,.00003145,.00013586,.00003703,.00002916,.00003427,.00003414,.00003062,.00003083,.00003509,.00003444,.00002851,.00003281,.00002058,.00001997,.00003983,.00005631,.000033,.00003121,.00003047,.00003912,.00002977,.00002282,.0000305,.0000341,.00002881,.00014902,.00004821,.00003221
.00021281,.00002461,.00003574,.00003448,.00003728,.00021306,.00124277,.00003981,.00003766,.00010021,.00002027,.00012185,.00006127,.0000347,.0000762,.00004288,.00003172,.00003884,.00003781,.00003561,.00003498,.0000386,.00003603,.00003342,.00003777,.00001947,.00001967,.00004727,.00004395,.00003676,.00003391,.0000341,.00004522,.00003391,.00002597,.00003338,.00004016,.00003326,.00023362,.00004154,.00003603
.00003605,.00002256,.00004719,.000042,.0000522,.00004413,.00003981,.00098081,.00004958,.00003689,.00003264,.00006691,.00007472,.00005238,.00005867,.00005096,.00005066,.00005145,.00005648,.00004064,.0000456,.0000599,.00007417,.00003585,.00004596,.00003477,.00003386,.0000498,.00009338,.00005315,.00005541,.00004761,.00005401,.00004299,.0000281,.00005227,.00004371,.00003908,.00003524,.00024304,.0000508
.00003042,.00002153,.00082061,.00021374,.00069846,.0000332,.00003766,.00004958,.0114964,.00002882,.00003988,.00003764,.00003622,.00029737,.00003422,.00025853,.00016231,.00098844,.00033255,.00019196,.00034259,.00024481,.00012122,.00011186,.00077808,.00003545,.00003772,.0001612,.00003539,.0004878,.00020372,.00029957,.00018936,.00022225,.00004666,.00021588,.00024326,.00014774,.00003086,.00004334,.00086771
.00042387,.00002948,.00002762,.0000267,.00002875,.00026986,.00010021,.00003689,.00002882,.00273454,.00001859,.00007428,.00006534,.00002732,.00008837,.00003172,.00002553,.00002958,.00002929,.00002732,.00002712,.00002993,.0000293,.00002603,.00002872,.00002014,.00001922,.0000339,.00004785,.00002852,.00002706,.00002672,.00003312,.0000264,.00002265,.00002657,.00002993,.00002592,.00020987,.00004035,.00002798
